task_name,temperature,num_completions,execution_time_s,time_per_completion_s
HumanEval_54_same_chars,0.0,1,3.4995,3.4995
HumanEval_55_fib,0.0,1,3.1013,3.1013
HumanEval_56_correct_bracketing,0.0,1,8.2567,8.2567
HumanEval_57_monotonic,0.0,1,7.4097,7.4097
HumanEval_58_common,0.0,1,6.3653,6.3653
HumanEval_59_largest_prime_factor,0.0,1,4.3900,4.3900
HumanEval_60_sum_to_n,0.0,1,3.4725,3.4725
HumanEval_61_correct_bracketing,0.0,1,6.4152,6.4152
HumanEval_62_derivative,0.0,1,2.2776,2.2776
HumanEval_63_fibfib,0.0,1,9.0244,9.0244
HumanEval_64_vowels_count,0.0,1,4.5399,4.5399
HumanEval_65_circular_shift,0.0,1,4.2884,4.2884
HumanEval_66_digitSum,0.0,1,2.7176,2.7176
HumanEval_67_fruit_distribution,0.0,1,1.8550,1.8550
HumanEval_68_pluck,0.0,1,6.1347,6.1347
HumanEval_69_search,0.0,1,13.5960,13.5960
HumanEval_70_strange_sort_list,0.0,1,9.3391,9.3391
HumanEval_71_triangle_area,0.0,1,10.3783,10.3783
HumanEval_72_will_it_fly,0.0,1,4.9461,4.9461
HumanEval_73_smallest_change,0.0,1,8.7231,8.7231
HumanEval_74_total_match,0.0,1,9.2846,9.2846
HumanEval_75_is_multiply_prime,0.0,1,6.0901,6.0901
HumanEval_76_is_simple_power,0.0,1,5.1032,5.1032
HumanEval_77_iscube,0.0,1,1.4108,1.4108
HumanEval_78_hex_key,0.0,1,5.8887,5.8887
HumanEval_79_decimal_to_binary,0.0,1,1.4604,1.4604
HumanEval_80_is_happy,0.0,1,6.4474,6.4474
HumanEval_81_numerical_letter_grade,0.0,1,46.7562,46.7562
HumanEval_82_prime_length,0.0,1,3.2143,3.2143
HumanEval_83_starts_one_ends,0.0,1,3.8578,3.8578
HumanEval_84_solve,0.0,1,3.8974,3.8974
HumanEval_85_add,0.0,1,3.2087,3.2087
HumanEval_86_anti_shuffle,0.0,1,3.4358,3.4358
HumanEval_87_get_row,0.0,1,9.3377,9.3377
HumanEval_88_sort_array,0.0,1,4.7435,4.7435
HumanEval_89_encrypt,0.0,1,4.1948,4.1948
HumanEval_90_next_smallest,0.0,1,10.5977,10.5977
HumanEval_91_is_bored,0.0,1,4.0554,4.0554
HumanEval_92_any_int,0.0,1,4.5943,4.5943
HumanEval_93_encode,0.0,1,150.0871,150.0871
HumanEval_94_skjkasdkd,0.0,1,6.2420,6.2420
HumanEval_95_check_dict_case,0.0,1,2.6889,2.6889
HumanEval_96_count_up_to,0.0,1,1.5339,1.5339
HumanEval_97_multiply,0.0,1,1.0758,1.0758
HumanEval_98_count_upper,0.0,1,3.7574,3.7574
HumanEval_99_closest_integer,0.0,1,2.5583,2.5583
HumanEval_100_make_a_pile,0.0,1,3.5899,3.5899
HumanEval_101_words_string,0.0,1,1.0431,1.0431
HumanEval_102_choose_num,0.0,1,3.3168,3.3168
HumanEval_103_rounded_avg,0.0,1,4.1412,4.1412
HumanEval_104_unique_digits,0.0,1,10.0414,10.0414
HumanEval_105_by_length,0.0,1,43.9078,43.9078
HumanEval_106_f,0.0,1,2.7459,2.7459
HumanEval_107_even_odd_palindrome,0.0,1,3.1725,3.1725
HumanEval_108_count_nums,0.0,1,13.2707,13.2707
HumanEval_109_move_one_ball,0.0,1,4.5610,4.5610
HumanEval_110_exchange,0.0,1,4.4987,4.4987
HumanEval_111_histogram,0.0,1,4.8911,4.8911
HumanEval_112_reverse_delete,0.0,1,2.3306,2.3306
HumanEval_113_odd_count,0.0,1,8.6351,8.6351
HumanEval_114_minSubArraySum,0.0,1,6.4307,6.4307
HumanEval_115_max_fill,0.0,1,4.8925,4.8925
HumanEval_116_sort_array,0.0,1,4.8848,4.8848
HumanEval_117_select_words,0.0,1,8.7431,8.7431
HumanEval_118_get_closest_vowel,0.0,1,5.4161,5.4161
HumanEval_119_match_parens,0.0,1,4.8486,4.8486
HumanEval_120_maximum,0.0,1,4.5759,4.5759
HumanEval_121_solution,0.0,1,4.0137,4.0137
HumanEval_122_add_elements,0.0,1,4.4521,4.4521
HumanEval_123_get_odd_collatz,0.0,1,5.3861,5.3861
HumanEval_124_valid_date,0.0,1,15.9477,15.9477
HumanEval_125_split_words,0.0,1,18.2978,18.2978
HumanEval_126_is_sorted,0.0,1,2.7214,2.7214
HumanEval_127_intersection,0.0,1,4.1000,4.1000
HumanEval_128_prod_signs,0.0,1,6.1315,6.1315
HumanEval_129_minPath,0.0,1,73.7168,73.7168
HumanEval_130_tri,0.0,1,3.4317,3.4317
HumanEval_131_digits,0.0,1,5.7394,5.7394
HumanEval_132_is_nested,0.0,1,10.7263,10.7263
HumanEval_133_sum_squares,0.0,1,2.8138,2.8138
HumanEval_134_check_if_last_char_is_a_letter,0.0,1,4.8705,4.8705
HumanEval_135_can_arrange,0.0,1,3.3821,3.3821
HumanEval_136_largest_smallest_integers,0.0,1,13.1401,13.1401
HumanEval_137_compare_one,0.0,1,14.1366,14.1366
HumanEval_138_is_equal_to_sum_even,0.0,1,5.0357,5.0357
HumanEval_139_special_factorial,0.0,1,2.8787,2.8787
HumanEval_140_fix_spaces,0.0,1,7.4019,7.4019
HumanEval_141_file_name_check,0.0,1,2.0660,2.0660
HumanEval_142_sum_squares,0.0,1,8.4188,8.4188
HumanEval_143_words_in_sentence,0.0,1,8.4021,8.4021
HumanEval_144_simplify,0.0,1,22.8189,22.8189
HumanEval_145_order_by_points,0.0,1,6.2705,6.2705
HumanEval_146_specialFilter,0.0,1,2.2186,2.2186
HumanEval_147_get_max_triples,0.0,1,11.1419,11.1419
HumanEval_148_bf,0.0,1,11.7244,11.7244
HumanEval_149_sorted_list_sum,0.0,1,2.4614,2.4614
HumanEval_150_x_or_y,0.0,1,0.7556,0.7556
HumanEval_151_double_the_difference,0.0,1,4.8813,4.8813
HumanEval_152_compare,0.0,1,2.7333,2.7333
HumanEval_153_Strongest_Extension,0.0,1,7.3550,7.3550
HumanEval_154_cycpattern_check,0.0,1,2.3798,2.3798
HumanEval_155_even_odd_count,0.0,1,6.2825,6.2825
HumanEval_156_int_to_mini_roman,0.0,1,8.4427,8.4427
HumanEval_157_right_angle_triangle,0.0,1,2.1485,2.1485
HumanEval_158_find_max,0.0,1,5.5854,5.5854
HumanEval_159_eat,0.0,1,2.3392,2.3392
HumanEval_160_do_algebra,0.0,1,5.9653,5.9653
HumanEval_161_solve,0.0,1,5.0762,5.0762
HumanEval_162_string_to_md5,0.0,1,2.7216,2.7216
HumanEval_163_generate_integers,0.0,1,3.4164,3.4164
TOTAL,,,1164.8882,
