task_name,temperature,num_completions,execution_time_s,time_per_completion_s
HumanEval_107_even_odd_palindrome,0.2,3,5.3620,1.7873
HumanEval_108_count_nums,0.2,3,16.4288,5.4763
HumanEval_109_move_one_ball,0.2,3,16.4363,5.4788
HumanEval_110_exchange,0.2,3,12.7514,4.2505
HumanEval_111_histogram,0.2,3,7.0495,2.3498
HumanEval_112_reverse_delete,0.2,3,2.8497,0.9499
HumanEval_113_odd_count,0.2,3,4.2827,1.4276
HumanEval_114_minSubArraySum,0.2,3,16.3982,5.4661
HumanEval_115_max_fill,0.2,3,16.4126,5.4709
HumanEval_116_sort_array,0.2,3,4.5028,1.5009
HumanEval_117_select_words,0.2,3,13.0617,4.3539
HumanEval_118_get_closest_vowel,0.2,3,4.4977,1.4992
HumanEval_119_match_parens,0.2,3,3.5609,1.1870
HumanEval_120_maximum,0.2,3,3.4241,1.1414
HumanEval_121_solution,0.2,3,2.3691,0.7897
HumanEval_122_add_elements,0.2,3,16.4376,5.4792
HumanEval_123_get_odd_collatz,0.2,3,8.0829,2.6943
HumanEval_124_valid_date,0.2,3,13.4691,4.4897
HumanEval_125_split_words,0.2,3,11.8466,3.9489
HumanEval_126_is_sorted,0.2,3,16.4126,5.4709
HumanEval_127_intersection,0.2,3,9.0621,3.0207
HumanEval_128_prod_signs,0.2,3,7.5937,2.5312
HumanEval_129_minPath,0.2,3,11.9374,3.9791
HumanEval_130_tri,0.2,3,5.5683,1.8561
HumanEval_131_digits,0.2,3,16.3772,5.4591
HumanEval_132_is_nested,0.2,3,12.7210,4.2403
HumanEval_133_sum_squares,0.2,3,16.4273,5.4758
HumanEval_134_check_if_last_char_is_a_letter,0.2,3,16.4260,5.4753
HumanEval_135_can_arrange,0.2,3,16.3993,5.4664
HumanEval_136_largest_smallest_integers,0.2,3,3.4889,1.1630
HumanEval_137_compare_one,0.2,3,8.4905,2.8302
HumanEval_138_is_equal_to_sum_even,0.2,3,16.4340,5.4780
HumanEval_139_special_factorial,0.2,3,16.4174,5.4725
HumanEval_140_fix_spaces,0.2,3,5.7343,1.9114
HumanEval_141_file_name_check,0.2,3,6.9207,2.3069
HumanEval_142_sum_squares,0.2,3,14.0315,4.6772
HumanEval_143_words_in_sentence,0.2,3,3.8570,1.2857
HumanEval_144_simplify,0.2,3,16.3685,5.4562
HumanEval_145_order_by_points,0.2,3,4.8135,1.6045
HumanEval_146_specialFilter,0.2,3,12.5695,4.1898
HumanEval_147_get_max_triples,0.2,3,16.4511,5.4837
HumanEval_148_bf,0.2,3,6.2515,2.0838
HumanEval_149_sorted_list_sum,0.2,3,12.2979,4.0993
HumanEval_150_x_or_y,0.2,3,1.4633,0.4878
HumanEval_151_double_the_difference,0.2,3,8.5813,2.8604
HumanEval_152_compare,0.2,3,5.6692,1.8897
HumanEval_153_Strongest_Extension,0.2,3,14.2734,4.7578
HumanEval_154_cycpattern_check,0.2,3,10.4279,3.4760
HumanEval_155_even_odd_count,0.2,3,3.3779,1.1260
HumanEval_156_int_to_mini_roman,0.2,3,6.1554,2.0518
HumanEval_157_right_angle_triangle,0.2,3,11.5623,3.8541
HumanEval_158_find_max,0.2,3,3.9571,1.3190
HumanEval_159_eat,0.2,3,4.5098,1.5033
HumanEval_160_do_algebra,0.2,3,16.4239,5.4746
HumanEval_161_solve,0.2,3,5.4833,1.8278
HumanEval_162_string_to_md5,0.2,3,3.5210,1.1737
HumanEval_163_generate_integers,0.2,3,4.2588,1.4196
TOTAL,,,1442.7617,
